index,sentence
867,Sie war als Fotografin aktiv und nahm an Wettbewerben teil.
868,Die beiden waren sich einig.
869,Anschließend absolvierte er mehrere Praktika bei Redaktionen deutscher Fernsehsender in Moskau.
870,Allerdings konnte die Kugel wegen mangelnder finanzieller Mittel nicht vollständig fertiggestellt werden.
871,Dadurch kann der Erhalt zahlreicher weiterer Obstsorten kostengünstig und dauerhaft sichergestellt werden.
872,Ihre Geschichten behandeln Themen wie die Suche nach Identität oder Einsamkeit.
873,Zusätzlich engagieren sich ehrenamtliche Mitarbeiter.
874,In den letzten Jahrzehnten wurde das Schloss renoviert.
875,Die vier Bände wurden zumindest in die englische und deutsche Sprache übersetzt.
876,Dadurch wird eine Überlastung des Dieselmotors unter allen Umständen vermieden.
877,In seltenen Fällen können die Symptome mehrere Jahre anhalten.
878,Es wurden neun Wohnungen neu errichtet.
879,Danach wurde das ehemalige Fahrgastschiff nicht mehr als Gaststätte genutzt.
880,Damit war er Vertreter des Landesherrn und für richterliche und militärische Angelegenheiten zuständig.
881,Das können persönliche Erlebnisse oder auch aktuelle Nachrichten sein.
882,Die Brutzeit liegt zwischen April und Mai.
883,Zusätzliche Gleise und ein weiterer Bahnsteig kamen hinzu.
884,Es war eine recht wohlhabende bürgerliche Familie.
885,Archäologische Funde belegen eine Besiedlung auf dem Gemeindegebiet in der Antike.
886,Ihr späterer Verbleib scheint ungeklärt.
887,Mütter und Kinder haben Anspruch auf besondere Fürsorge und Unterstützung.
888,Das Spiel erhielt gemischte Kritiken.
889,Der Film thematisiert die Legende um Tristan und Isolde.
890,Es wurde durch ein Marienbildnis ersetzt.
891,Die Band besteht aus fünf Mitgliedern.
892,Hier ist ein Kinderspielplatz vorhanden.
893,Im Alter von zehn Jahren sah sich Greiner den Film Krieg der Sterne an.
894,Unter der neuen Besitzerin konnte eine weitgehende Sanierung der Infrastruktur ausgeführt werden.
895,"Das englische ""shrine"" ist ein Schrein."
896,Im Finale siegten die Rumänen vor den Spaniern.
897,In dieser Zeit fiel auch die Restaurierung der Gärten nach dem Zweiten Weltkrieg.
898,In seiner Kindheit war er vor der Kamera als Kinderschauspieler tätig.
899,Eigentlich müsste das Haus „Villa Raumer“ heißen.
900,Alle Menschen sind frei und gleich an Würde und Rechten geboren.
901,Viele Mathematiker halten dies jedoch für äußerst unwahrscheinlich.
902,Das habe zur Verbesserung der Resultate geführt.
903,Er ist aus Granit gefertigt und oben abgerundet.
904,Die Wahl selbst sei demokratisch vonstatten gegangen.
905,Eine Ausschüttung hat somit keine Auswirkung auf den Kurs.
906,Im Wohnzimmer brannte noch Licht.
907,Ich teile die Meinung des Ratspräsidenten.
908,Nur die Nachrichten wurden immer aus dem eigenen Haus übernommen.
909,Der Reisepass war schon abgelaufen.
910,Dieser befasste sich nun auch mit Eisenwaren und dem Bau von Lokomotiven.
911,Es besteht aus zwei miteinander verbundenen Gebäuden.
912,Es ist noch nicht zu spät dafür.
913,Damit verloren die bisherigen einzelnen Standorte ihre Eigenständigkeit.
914,Das wird viele Fragen aufwerfen.
915,Verbesserungen beim Management des Luftverkehrs würden mehr verfügbaren Luftraum schaffen.
916,Trotzdem gibt es in Schlüsselbereichen immer noch genügend Möglichkeiten für Verbesserungen.
917,Die Infrastruktur wurde zum größten Teil zerstört.
918,"Das alles ist jetzt gefährdet, wenn die Regierung des Landes keine energischen Maßnahmen ergreift."
919,Eine große demographische Herausforderung stellten Abwanderung und Überalterung der Bevölkerung dar.
920,Das könnte der beschriebene Hubschrauberlandeplatz sein.
921,Im Anschluss kehrte er in seine Heimat zurück.
922,Die Bände erscheinen jeweils im Juni.
923,Seine Ausbildung setzte er in Madrid fort.
924,Auch die Fertigung von Stahlrohren wurde weiter ausgebaut.
925,Darauf gelangte der Ansitz in bäuerliche Hände.
926,Sowohl pädagogische als auch therapeutische Kontexte stehen im Fokus dieser interdisziplinär ausgerichteten Zeitschrift.
927,Im Jahr darauf erreichte die Mannschaft ihren größten Erfolg.
928,Die Pflanzen werden auch als Hecken genutzt.
929,Zwei der zehn Ergebnisse sind unbekannt und fehlen daher in der Tabelle.
930,In der Gartenanlage im Außengelände befinden sich zwei weitere Teehäuser.
931,Er will alles sehen und lernen.
932,Die etymologische Herkunft ist dabei unklar.
933,Es gibt keine offiziellen Zahlen zur Anzahl der Truppen.
934,Die Verwerfung ist allein aufgrund ihrer Länge in mehrere unterschiedliche Abschnitte segmentiert.
935,Biografische Einzelheiten sind nur aus seiner Veröffentlichung bekannt.
936,Der Vorwurf wurde jedoch nie gerichtlich geklärt.
937,Der Anstieg verläuft auf einer gut ausgebauten Straße in bewaldetem Gebiet.
938,Er wirke wie ein bewegtes Gemälde.
939,Die Nachfrage übersteigt aber nach wie vor das Angebot.
940,Auch dieses Gebäude wurde kontinuierlich erweitert.
941,Auch wurden Fossilien von primitiven Pflanzen gefunden.
942,Der Garten hatte zwei Funktionen.
943,Auch die Inflation und ihre Folgen überwand er geschickt.
944,Als für ihn gemäße Sportart wählt er den Tischtennissport.
945,Die Zeiten aller drei Medaillengewinner lagen weniger als eine Sekunde auseinander.
946,Bekannt ist die Kirche auch durch ihre monumentale Orgel.
947,In den nächsten Jahren folgten weitere Besetzungen in Kurzfilmen.
948,Die alte Schule ist gut erhalten.
949,Außerdem ist das Klinikgebäude sehr heruntergekommen.
950,Auch war die Sicht des Piloten nach vorne ausgezeichnet.
951,Im Finale belegten sie den sechsten Platz.
952,In der Bevölkerung hingegen wurde die Initiative häufig positiv oder mit Gleichgültigkeit aufgenommen.
953,"Die meisten Tiere haben besondere Atmungsorgane wie Tracheen, Kiemen und Lungen entwickelt."
954,Trotzdem will er eine Freundschaft mit ihr aufbauen.
955,Paul hasst diese Buchreihe allerdings.
956,"Ich dachte nämlich, ich hätte noch zwei Minuten."
957,"Da bei diesen Verfahren in Deutschland keine Steuer anfällt, ist diese Option attraktiv."
958,Er wendet sich allmählich nach Osten.
959,Die Aufstockung der Liga um diese zwei Teams galt ziemlich schnell als ein Fehler.
960,Ein Hauptwirtschaftszweig der Stadt ist die Produktion von Obst- und Gemüsekonserven.
961,Die Ehrendoktorwürde ist kein akademischer Grad.
962,"Ich bin sicher, das Kulturprogramm kommt in drei Jahren hinzu."
963,Das Syndrom ist meistens Folge exzessiven Alkoholkonsums.
964,Diese Datenquellen befinden sich zumeist in der Hand der staatlichen Wetterdienste.
965,"Dass man da die Religion hineinmischt, ist teilweise falsch."
966,In über achtzig Publikationen hat er die Theorie der Wellenleiter entwickelt.
967,Nach anfänglichen Erfolgen wurden die Russen durch das Eingreifen der Franzosen wieder zurückgedrängt.
968,Er ist in allen romanischen Sprachen verbreitet.
969,Über den Lebensmitteleinzelhandel wurden drei Viertel der Menge abgesetzt.
970,Auf ihr waren zwei Dampfloks in Betrieb.
971,Außerdem gibt es erhebliche Unterschiede bei den verschiedenen Sprachen und Kulturen.
972,Durch Export der verschiedensten Biersorten konnte die Produktion weiter gesteigert werden.
973,Ich bitte schon seit drei Minuten um das Wort.
974,Das gilt sowohl für das Europäische Parlament als auch für jedes Land.
975,"Der Spieler muss hierbei darauf achten, nicht selbst gegen eine Wand zu fahren."
976,Der Rundweg um den Teich wurde gesperrt.
977,Weitere Auftritte bei internationalen Meisterschaften und Turnieren erfolgten danach nur sporadisch.
978,In Konzertprogrammen des Ensembles ist Kammermusik nahezu aller Stilrichtungen und Epochen vertreten.
979,Weiterhin wurde ein Notgenerator verbaut.
980,Die Hauptnahrung der Frösche bilden Insekten.
981,Dann jedoch kommt der Kommandant früher als erwartet nach Hause.
982,Sie konnte sich jedoch nicht für das Finale qualifizieren.
983,Hervorzuheben ist seine Tätigkeit als Personalreferent in der Bankgesellschaft Berlin.
984,Das Spiel wurde in zahlreichen Rezensionen überwiegend positiv beschrieben.
985,Die ganze Nation verfolgt dieses historische Ereignis mit.
986,Sein eigentlicher Beruf war der eines Wirtschaftswissenschaftlers.
987,Die meisten seiner Umsätze erbringt das Unternehmen außerhalb von Deutschland.
988,Das Innere ist gegenüber der Umgebung tiefergelegt.
989,"Ziel ist es, die Zuschauer durch schwäbische Kurzfilme zum Lachen zu bringen."
990,"Manche Autoren argumentieren, dass der Kinderwunsch eines Menschen weder biologisch noch instinktiv bedingt ist."
991,Irgendwie sind wir doch alle Opfer des Drogenmissbrauchs.
992,Auch aus wissenschaftlicher Sicht war die Mission ein Erfolg.
993,Darüber erstreckt sich ein weiß verputztes Fachwerkhaus mit rotem Ziegeldach.
994,Die meisten davon werden schon längere Zeit nicht mehr entwickelt.
995,"Da kannst du sagen, was du willst, aber mein Holzbein hat sich wirklich bewährt."
996,Es entstand innerhalb eines Jahres in Spanien.
997,Die wirklichen Gründe für die Spaltung lagen jedoch tiefer.
998,"Es ist uns bewusst, dass hierin die notwendige Grundlage zur Schaffung neuer Arbeitsplätze besteht."
999,"Das Gebäude ist eines der wenigen, in dem doppelstöckige Lifte eingesetzt werden."
1000,Die Maschine wurde aus Bambusstangen gefertigt.
1001,Zahlreiche Publikationen sind zu den Forschungsergebnissen erschienen.
